Textbox8,tbToday
Data QC Lookup Tables (With DP Levels),Report Generated: 11/1/2012

Textbox14


Count
"Total Active, Retired, Draft, Rejected Risks: 0"
GA,CTDMO,GA03FLMA-RI001-13-CTDMOG999,PRACSAL (L2)
GA,CTDMO,GA03FLMA-RI001-13-CTDMOG999,PRESWAT (L0)
GA,CTDMO,GA03FLMA-RI001-13-CTDMOG999,PRESWAT (L1)
GA,CTDMO,GA03FLMA-RI001-13-CTDMOG999,TEMPWAT (L0)
GA,CTDMO,GA03FLMA-RI001-13-CTDMOG999,TEMPWAT (L1)
GA,CTDMO,GA03FLMA-RI001-14-CTDMOG999,CONDWAT (L0)
GA,CTDMO,GA03FLMA-RI001-14-CTDMOG999,CONDWAT (L1)
GA,CTDMO,GA03FLMA-RI001-14-CTDMOG999,DENSITY (L2)
GA,CTDMO,GA03FLMA-RI001-14-CTDMOG999,PRACSAL (L2)
GA,CTDMO,GA03FLMA-RI001-14-CTDMOG999,PRESWAT (L0)
GA,CTDMO,GA03FLMA-RI001-14-CTDMOG999,PRESWAT (L1)
GA,CTDMO,GA03FLMA-RI001-14-CTDMOG999,TEMPWAT (L0)
GA,CTDMO,GA03FLMA-RI001-14-CTDMOG999,TEMPWAT (L1)
GA,CTDMO,GA03FLMA-RI001-15-CTDMOH999,CONDWAT (L0)
GA,CTDMO,GA03FLMA-RI001-15-CTDMOH999,CONDWAT (L1)
GA,CTDMO,GA03FLMA-RI001-15-CTDMOH999,DENSITY (L2)
GA,CTDMO,GA03FLMA-RI001-15-CTDMOH999,PRACSAL (L2)
GA,CTDMO,GA03FLMA-RI001-15-CTDMOH999,PRESWAT (L0)
GA,CTDMO,GA03FLMA-RI001-15-CTDMOH999,PRESWAT (L1)
GA,CTDMO,GA03FLMA-RI001-15-CTDMOH999,TEMPWAT (L0)
GA,CTDMO,GA03FLMA-RI001-15-CTDMOH999,TEMPWAT (L1)
GA,CTDMO,GA03FLMA-RI001-16-CTDMOH999,CONDWAT (L0)
GA,CTDMO,GA03FLMA-RI001-16-CTDMOH999,CONDWAT (L1)
GA,CTDMO,GA03FLMA-RI001-16-CTDMOH999,DENSITY (L2)
GA,CTDMO,GA03FLMA-RI001-16-CTDMOH999,PRACSAL (L2)
GA,CTDMO,GA03FLMA-RI001-16-CTDMOH999,PRESWAT (L0)
GA,CTDMO,GA03FLMA-RI001-16-CTDMOH999,PRESWAT (L1)
GA,CTDMO,GA03FLMA-RI001-16-CTDMOH999,TEMPWAT (L0)
GA,CTDMO,GA03FLMA-RI001-16-CTDMOH999,TEMPWAT (L1)
GA,CTDMO,GA03FLMA-RI001-17-CTDMOH999,CONDWAT (L0)
GA,CTDMO,GA03FLMA-RI001-17-CTDMOH999,CONDWAT (L1)
GA,CTDMO,GA03FLMA-RI001-17-CTDMOH999,DENSITY (L2)
GA,CTDMO,GA03FLMA-RI001-17-CTDMOH999,PRACSAL (L2)
GA,CTDMO,GA03FLMA-RI001-17-CTDMOH999,PRESWAT (L0)
GA,CTDMO,GA03FLMA-RI001-17-CTDMOH999,PRESWAT (L1)
GA,CTDMO,GA03FLMA-RI001-17-CTDMOH999,TEMPWAT (L0)
GA,CTDMO,GA03FLMA-RI001-17-CTDMOH999,TEMPWAT (L1)
GA,FLORT,GA03FLMB-RI001-01-FLORTD999,CDOMFLO (L0)
GA,FLORT,GA03FLMB-RI001-01-FLORTD999,CDOMFLO (L1)
GA,FLORT,GA03FLMB-RI001-01-FLORTD999,CHLAFLO (L0)
GA,FLORT,GA03FLMB-RI001-01-FLORTD999,CHLAFLO (L1)
GA,FLORT,GA03FLMB-RI001-01-FLORTD999,FLUBSCT (L0)
GA,FLORT,GA03FLMB-RI001-01-FLORTD999,FLUBSCT (L1)
GA,PHSEN,GA03FLMB-RI001-02-PHSENF999,ABSTHRM (L0)
GA,PHSEN,GA03FLMB-RI001-02-PHSENF999,PH434SI (L0)
GA,PHSEN,GA03FLMB-RI001-02-PHSENF999,PH578SI (L0)
GA,PHSEN,GA03FLMB-RI001-02-PHSENF999,PHWATER (L1)
GA,DOSTA,GA03FLMB-RI001-03-DOSTAD999,DOCONCS (L0)
GA,DOSTA,GA03FLMB-RI001-03-DOSTAD999,DOCONCS (L2)
GA,ADCPS,GA03FLMB-RI001-04-ADCPSL999,ECHOINT (L0)
GA,ADCPS,GA03FLMB-RI001-04-ADCPSL999,ECHOINT (L1)
GA,ADCPS,GA03FLMB-RI001-04-ADCPSL999,VELPROF (L0)
GA,ADCPS,GA03FLMB-RI001-04-ADCPSL999,VELPROF (L1)
GA,CTDMO,GA03FLMB-RI001-06-CTDMOG999,CONDWAT (L0)
GA,CTDMO,GA03FLMB-RI001-06-CTDMOG999,CONDWAT (L1)
GA,CTDMO,GA03FLMB-RI001-06-CTDMOG999,DENSITY (L2)
GA,CTDMO,GA03FLMB-RI001-06-CTDMOG999,PRACSAL (L2)
GA,CTDMO,GA03FLMB-RI001-06-CTDMOG999,PRESWAT (L0)
GA,CTDMO,GA03FLMB-RI001-06-CTDMOG999,PRESWAT (L1)
GA,CTDMO,GA03FLMB-RI001-06-CTDMOG999,TEMPWAT (L0)
GA,CTDMO,GA03FLMB-RI001-06-CTDMOG999,TEMPWAT (L1)
GA,CTDMO,GA03FLMB-RI001-07-CTDMOG999,CONDWAT (L0)
GA,CTDMO,GA03FLMB-RI001-07-CTDMOG999,CONDWAT (L1)
GA,CTDMO,GA03FLMB-RI001-07-CTDMOG999,DENSITY (L2)
GA,CTDMO,GA03FLMB-RI001-07-CTDMOG999,PRACSAL (L2)
GA,CTDMO,GA03FLMB-RI001-07-CTDMOG999,PRESWAT (L0)
GA,CTDMO,GA03FLMB-RI001-07-CTDMOG999,PRESWAT (L1)
GA,CTDMO,GA03FLMB-RI001-07-CTDMOG999,TEMPWAT (L0)
GA,CTDMO,GA03FLMB-RI001-07-CTDMOG999,TEMPWAT (L1)
GA,CTDMO,GA03FLMB-RI001-08-CTDMOG999,CONDWAT (L0)
GA,CTDMO,GA03FLMB-RI001-08-CTDMOG999,CONDWAT (L1)
GA,CTDMO,GA03FLMB-RI001-08-CTDMOG999,DENSITY (L2)
GA,CTDMO,GA03FLMB-RI001-08-CTDMOG999,PRACSAL (L2)
GA,CTDMO,GA03FLMB-RI001-08-CTDMOG999,PRESWAT (L0)
GA,CTDMO,GA03FLMB-RI001-08-CTDMOG999,PRESWAT (L1)
GA,CTDMO,GA03FLMB-RI001-08-CTDMOG999,TEMPWAT (L0)
GA,CTDMO,GA03FLMB-RI001-08-CTDMOG999,TEMPWAT (L1)
GA,CTDMO,GA03FLMB-RI001-09-CTDMOG999,CONDWAT (L0)
GA,CTDMO,GA03FLMB-RI001-09-CTDMOG999,CONDWAT (L1)
GA,CTDMO,GA03FLMB-RI001-09-CTDMOG999,DENSITY (L2)
GA,CTDMO,GA03FLMB-RI001-09-CTDMOG999,PRACSAL (L2)
GA,CTDMO,GA03FLMB-RI001-09-CTDMOG999,PRESWAT (L0)
GA,CTDMO,GA03FLMB-RI001-09-CTDMOG999,PRESWAT (L1)
GA,CTDMO,GA03FLMB-RI001-09-CTDMOG999,TEMPWAT (L0)
GA,CTDMO,GA03FLMB-RI001-09-CTDMOG999,TEMPWAT (L1)
GA,CTDMO,GA03FLMB-RI001-10-CTDMOG999,CONDWAT (L0)
GA,CTDMO,GA03FLMB-RI001-10-CTDMOG999,CONDWAT (L1)
GA,CTDMO,GA03FLMB-RI001-10-CTDMOG999,DENSITY (L2)
GA,CTDMO,GA03FLMB-RI001-10-CTDMOG999,PRACSAL (L2)
GA,CTDMO,GA03FLMB-RI001-10-CTDMOG999,PRESWAT (L0)
GA,CTDMO,GA03FLMB-RI001-10-CTDMOG999,PRESWAT (L1)
GA,CTDMO,GA03FLMB-RI001-10-CTDMOG999,TEMPWAT (L0)
GA,CTDMO,GA03FLMB-RI001-10-CTDMOG999,TEMPWAT (L1)
GA,CTDMO,GA03FLMB-RI001-11-CTDMOG999,CONDWAT (L0)
GA,CTDMO,GA03FLMB-RI001-11-CTDMOG999,CONDWAT (L1)
GA,CTDMO,GA03FLMB-RI001-11-CTDMOG999,DENSITY (L2)
GA,CTDMO,GA03FLMB-RI001-11-CTDMOG999,PRACSAL (L2)
GA,CTDMO,GA03FLMB-RI001-11-CTDMOG999,PRESWAT (L0)
GA,CTDMO,GA03FLMB-RI001-11-CTDMOG999,PRESWAT (L1)
GA,CTDMO,GA03FLMB-RI001-11-CTDMOG999,TEMPWAT (L0)
GA,CTDMO,GA03FLMB-RI001-11-CTDMOG999,TEMPWAT (L1)
GA,CTDMO,GA03FLMB-RI001-12-CTDMOG999,CONDWAT (L0)
GA,CTDMO,GA03FLMB-RI001-12-CTDMOG999,CONDWAT (L1)
GA,CTDMO,GA03FLMB-RI001-12-CTDMOG999,DENSITY (L2)
GA,CTDMO,GA03FLMB-RI001-12-CTDMOG999,PRACSAL (L2)
GA,CTDMO,GA03FLMB-RI001-12-CTDMOG999,PRESWAT (L0)
GA,CTDMO,GA03FLMB-RI001-12-CTDMOG999,PRESWAT (L1)
GA,CTDMO,GA03FLMB-RI001-12-CTDMOG999,TEMPWAT (L0)
GA,CTDMO,GA03FLMB-RI001-12-CTDMOG999,TEMPWAT (L1)
GA,CTDMO,GA03FLMB-RI001-13-CTDMOG999,CONDWAT (L0)
GA,CTDMO,GA03FLMB-RI001-13-CTDMOG999,CONDWAT (L1)
GA,CTDMO,GA03FLMB-RI001-13-CTDMOG999,DENSITY (L2)
GA,CTDMO,GA03FLMB-RI001-13-CTDMOG999,PRACSAL (L2)
GA,CTDMO,GA03FLMB-RI001-13-CTDMOG999,PRESWAT (L0)
GA,CTDMO,GA03FLMB-RI001-13-CTDMOG999,PRESWAT (L1)
GA,CTDMO,GA03FLMB-RI001-13-CTDMOG999,TEMPWAT (L0)
GA,CTDMO,GA03FLMB-RI001-13-CTDMOG999,TEMPWAT (L1)
GA,CTDMO,GA03FLMB-RI001-14-CTDMOG999,CONDWAT (L0)
GA,CTDMO,GA03FLMB-RI001-14-CTDMOG999,CONDWAT (L1)
GA,CTDMO,GA03FLMB-RI001-14-CTDMOG999,DENSITY (L2)
GA,CTDMO,GA03FLMB-RI001-14-CTDMOG999,PRACSAL (L2)
GA,CTDMO,GA03FLMB-RI001-14-CTDMOG999,PRESWAT (L0)
GA,CTDMO,GA03FLMB-RI001-14-CTDMOG999,PRESWAT (L1)
GA,CTDMO,GA03FLMB-RI001-14-CTDMOG999,TEMPWAT (L0)
GA,CTDMO,GA03FLMB-RI001-14-CTDMOG999,TEMPWAT (L1)
GA,CTDMO,GA03FLMB-RI001-15-CTDMOH999,CONDWAT (L0)
GA,CTDMO,GA03FLMB-RI001-15-CTDMOH999,CONDWAT (L1)
GA,CTDMO,GA03FLMB-RI001-15-CTDMOH999,DENSITY (L2)
GA,CTDMO,GA03FLMB-RI001-15-CTDMOH999,PRACSAL (L2)
GA,CTDMO,GA03FLMB-RI001-15-CTDMOH999,PRESWAT (L0)
GA,CTDMO,GA03FLMB-RI001-15-CTDMOH999,PRESWAT (L1)
GA,CTDMO,GA03FLMB-RI001-15-CTDMOH999,TEMPWAT (L0)
GA,CTDMO,GA03FLMB-RI001-15-CTDMOH999,TEMPWAT (L1)
GA,CTDMO,GA03FLMB-RI001-16-CTDMOH999,CONDWAT (L0)
GA,CTDMO,GA03FLMB-RI001-16-CTDMOH999,CONDWAT (L1)
GA,CTDMO,GA03FLMB-RI001-16-CTDMOH999,DENSITY (L2)
GA,CTDMO,GA03FLMB-RI001-16-CTDMOH999,PRACSAL (L2)
GA,CTDMO,GA03FLMB-RI001-16-CTDMOH999,PRESWAT (L0)
GA,CTDMO,GA03FLMB-RI001-16-CTDMOH999,PRESWAT (L1)
GA,CTDMO,GA03FLMB-RI001-16-CTDMOH999,TEMPWAT (L0)
GA,CTDMO,GA03FLMB-RI001-16-CTDMOH999,TEMPWAT (L1)
GA,CTDMO,GA03FLMB-RI001-17-CTDMOH999,CONDWAT (L0)
GA,CTDMO,GA03FLMB-RI001-17-CTDMOH999,CONDWAT (L1)
GA,CTDMO,GA03FLMB-RI001-17-CTDMOH999,DENSITY (L2)
GA,CTDMO,GA03FLMB-RI001-17-CTDMOH999,PRACSAL (L2)
GA,CTDMO,GA03FLMB-RI001-17-CTDMOH999,PRESWAT (L0)
GA,CTDMO,GA03FLMB-RI001-17-CTDMOH999,PRESWAT (L1)
GA,CTDMO,GA03FLMB-RI001-17-CTDMOH999,TEMPWAT (L0)
GA,CTDMO,GA03FLMB-RI001-17-CTDMOH999,TEMPWAT (L1)
GA,FLORD,GA05MOAS-GL001-01-FLORDM999,CHLAFLO (L0)
GA,FLORD,GA05MOAS-GL001-01-FLORDM999,CHLAFLO (L1)
GA,FLORD,GA05MOAS-GL001-01-FLORDM999,FLUBSCT (L0)
GA,FLORD,GA05MOAS-GL001-01-FLORDM999,FLUBSCT (L1)
GA,DOSTA,GA05MOAS-GL001-02-DOSTAM999,DOCONCS (L0)
GA,DOSTA,GA05MOAS-GL001-02-DOSTAM999,DOCONCS (L2)
GA,CTDGV,GA05MOAS-GL001-04-CTDGVM999,CONDWAT (L0)
GA,CTDGV,GA05MOAS-GL001-04-CTDGVM999,CONDWAT (L1)
GA,CTDGV,GA05MOAS-GL001-04-CTDGVM999,DENSITY (L2)
GA,CTDGV,GA05MOAS-GL001-04-CTDGVM999,PRACSAL (L2)
GA,CTDGV,GA05MOAS-GL001-04-CTDGVM999,PRESWAT (L0)
GA,CTDGV,GA05MOAS-GL001-04-CTDGVM999,PRESWAT (L1)
GA,CTDGV,GA05MOAS-GL001-04-CTDGVM999,TEMPWAT (L0)
GA,CTDGV,GA05MOAS-GL001-04-CTDGVM999,TEMPWAT (L1)
GA,FLORD,GA05MOAS-GL002-01-FLORDM999,CHLAFLO (L0)
GA,FLORD,GA05MOAS-GL002-01-FLORDM999,CHLAFLO (L1)
GA,FLORD,GA05MOAS-GL002-01-FLORDM999,FLUBSCT (L0)
GA,FLORD,GA05MOAS-GL002-01-FLORDM999,FLUBSCT (L1)
GA,DOSTA,GA05MOAS-GL002-02-DOSTAM999,DOCONCS (L0)
GA,DOSTA,GA05MOAS-GL002-02-DOSTAM999,DOCONCS (L2)
GA,CTDGV,GA05MOAS-GL002-04-CTDGVM999,CONDWAT (L0)
GA,CTDGV,GA05MOAS-GL002-04-CTDGVM999,CONDWAT (L1)
GA,CTDGV,GA05MOAS-GL002-04-CTDGVM999,DENSITY (L2)
GA,CTDGV,GA05MOAS-GL002-04-CTDGVM999,PRACSAL (L2)
GA,CTDGV,GA05MOAS-GL002-04-CTDGVM999,PRESWAT (L0)
GA,CTDGV,GA05MOAS-GL002-04-CTDGVM999,PRESWAT (L1)
GA,CTDGV,GA05MOAS-GL002-04-CTDGVM999,TEMPWAT (L0)
GA,CTDGV,GA05MOAS-GL002-04-CTDGVM999,TEMPWAT (L1)
GA,FLORD,GA05MOAS-GL003-01-FLORDM999,CHLAFLO (L0)
GA,FLORD,GA05MOAS-GL003-01-FLORDM999,CHLAFLO (L1)
GA,FLORD,GA05MOAS-GL003-01-FLORDM999,FLUBSCT (L0)
GA,FLORD,GA05MOAS-GL003-01-FLORDM999,FLUBSCT (L1)
GA,DOSTA,GA05MOAS-GL003-02-DOSTAM999,DOCONCS (L0)
GA,DOSTA,GA05MOAS-GL003-02-DOSTAM999,DOCONCS (L2)
GA,CTDGV,GA05MOAS-GL003-04-CTDGVM999,CONDWAT (L0)
GA,CTDGV,GA05MOAS-GL003-04-CTDGVM999,CONDWAT (L1)
GA,CTDGV,GA05MOAS-GL003-04-CTDGVM999,DENSITY (L2)
GA,CTDGV,GA05MOAS-GL003-04-CTDGVM999,PRACSAL (L2)
GA,CTDGV,GA05MOAS-GL003-04-CTDGVM999,PRESWAT (L0)
GA,CTDGV,GA05MOAS-GL003-04-CTDGVM999,PRESWAT (L1)
GA,CTDGV,GA05MOAS-GL003-04-CTDGVM999,TEMPWAT (L0)
GA,CTDGV,GA05MOAS-GL003-04-CTDGVM999,TEMPWAT (L1)
GI,CTDBP,GI01SUMO-RI002-02-CTDBPF999,CONDWAT (L0)
GI,CTDBP,GI01SUMO-RI002-02-CTDBPF999,CONDWAT (L1)
GI,CTDBP,GI01SUMO-RI002-02-CTDBPF999,DENSITY (L2)
GI,CTDBP,GI01SUMO-RI002-02-CTDBPF999,PRACSAL (L2)
GI,CTDBP,GI01SUMO-RI002-02-CTDBPF999,PRESWAT (L0)
GI,CTDBP,GI01SUMO-RI002-02-CTDBPF999,PRESWAT (L1)
GI,CTDBP,GI01SUMO-RI002-02-CTDBPF999,TEMPWAT (L0)
GI,CTDBP,GI01SUMO-RI002-02-CTDBPF999,TEMPWAT (L1)
GI,ADCPS,GI01SUMO-RI002-03-ADCPSN999,ECHOINT (L0)
GI,ADCPS,GI01SUMO-RI002-03-ADCPSN999,ECHOINT (L1)
GI,ADCPS,GI01SUMO-RI002-03-ADCPSN999,VELPROF (L0)
GI,ADCPS,GI01SUMO-RI002-03-ADCPSN999,VELPROF (L1)
GI,FLORT,GI01SUMO-RI002-04-FLORTD999,CDOMFLO (L0)
GI,FLORT,GI01SUMO-RI002-04-FLORTD999,CDOMFLO (L1)
GI,FLORT,GI01SUMO-RI002-04-FLORTD999,CHLAFLO (L0)
GI,FLORT,GI01SUMO-RI002-04-FLORTD999,CHLAFLO (L1)
GI,FLORT,GI01SUMO-RI002-04-FLORTD999,FLUBSCT (L0)
GI,FLORT,GI01SUMO-RI002-04-FLORTD999,FLUBSCT (L1)
GI,VELPT,GI01SUMO-RI002-05-VELPTA999,VELPTMN (L1)
GI,PHSEN,GI01SUMO-RI003-01-PHSENG999,ABSTHRM (L0)
GI,PHSEN,GI01SUMO-RI003-01-PHSENG999,PH434SI (L0)
GI,PHSEN,GI01SUMO-RI003-01-PHSENG999,PH578SI (L0)
GI,PHSEN,GI01SUMO-RI003-01-PHSENG999,PHWATER (L1)
GI,PHSEN,GI01SUMO-RI003-02-PHSENG999,ABSTHRM (L0)
GI,PHSEN,GI01SUMO-RI003-02-PHSENG999,PH434SI (L0)
GI,PHSEN,GI01SUMO-RI003-02-PHSENG999,PH578SI (L0)
GI,PHSEN,GI01SUMO-RI003-02-PHSENG999,PHWATER (L1)
GI,CTDMO,GI01SUMO-RI003-03-CTDMOQ999,CONDWAT (L0)
GI,CTDMO,GI01SUMO-RI003-03-CTDMOQ999,CONDWAT (L1)
GI,CTDMO,GI01SUMO-RI003-03-CTDMOQ999,DENSITY (L2)
GI,CTDMO,GI01SUMO-RI003-03-CTDMOQ999,PRACSAL (L2)
GI,CTDMO,GI01SUMO-RI003-03-CTDMOQ999,PRESWAT (L0)
GI,CTDMO,GI01SUMO-RI003-03-CTDMOQ999,PRESWAT (L1)
GI,CTDMO,GI01SUMO-RI003-03-CTDMOQ999,TEMPWAT (L0)
GI,CTDMO,GI01SUMO-RI003-03-CTDMOQ999,TEMPWAT (L1)
GI,CTDMO,GI01SUMO-RI003-04-CTDMOQ999,CONDWAT (L0)
GI,CTDMO,GI01SUMO-RI003-04-CTDMOQ999,CONDWAT (L1)
GI,CTDMO,GI01SUMO-RI003-04-CTDMOQ999,DENSITY (L2)
GI,CTDMO,GI01SUMO-RI003-04-CTDMOQ999,PRACSAL (L2)
GI,CTDMO,GI01SUMO-RI003-04-CTDMOQ999,PRESWAT (L0)
GI,CTDMO,GI01SUMO-RI003-04-CTDMOQ999,PRESWAT (L1)
GI,CTDMO,GI01SUMO-RI003-04-CTDMOQ999,TEMPWAT (L0)
GI,CTDMO,GI01SUMO-RI003-04-CTDMOQ999,TEMPWAT (L1)
GI,CTDMO,GI01SUMO-RI003-05-CTDMOQ999,CONDWAT (L0)
GI,CTDMO,GI01SUMO-RI003-05-CTDMOQ999,CONDWAT (L1)
GI,CTDMO,GI01SUMO-RI003-05-CTDMOQ999,DENSITY (L2)
GI,CTDMO,GI01SUMO-RI003-05-CTDMOQ999,PRACSAL (L2)
GI,CTDMO,GI01SUMO-RI003-05-CTDMOQ999,PRESWAT (L0)
GI,CTDMO,GI01SUMO-RI003-05-CTDMOQ999,PRESWAT (L1)
GI,CTDMO,GI01SUMO-RI003-05-CTDMOQ999,TEMPWAT (L0)
GI,CTDMO,GI01SUMO-RI003-05-CTDMOQ999,TEMPWAT (L1)
GI,CTDMO,GI01SUMO-RI003-06-CTDMOQ999,CONDWAT (L0)
GI,CTDMO,GI01SUMO-RI003-06-CTDMOQ999,CONDWAT (L1)
GI,CTDMO,GI01SUMO-RI003-06-CTDMOQ999,DENSITY (L2)
GI,CTDMO,GI01SUMO-RI003-06-CTDMOQ999,PRACSAL (L2)
GI,CTDMO,GI01SUMO-RI003-06-CTDMOQ999,PRESWAT (L0)
GI,CTDMO,GI01SUMO-RI003-06-CTDMOQ999,PRESWAT (L1)
GI,CTDMO,GI01SUMO-RI003-06-CTDMOQ999,TEMPWAT (L0)
GI,CTDMO,GI01SUMO-RI003-06-CTDMOQ999,TEMPWAT (L1)
GI,CTDMO,GI01SUMO-RI003-07-CTDMOQ999,CONDWAT (L0)
GI,CTDMO,GI01SUMO-RI003-07-CTDMOQ999,CONDWAT (L1)
GI,CTDMO,GI01SUMO-RI003-07-CTDMOQ999,DENSITY (L2)
GI,CTDMO,GI01SUMO-RI003-07-CTDMOQ999,PRACSAL (L2)
GI,CTDMO,GI01SUMO-RI003-07-CTDMOQ999,PRESWAT (L0)
GI,CTDMO,GI01SUMO-RI003-07-CTDMOQ999,PRESWAT (L1)
GI,CTDMO,GI01SUMO-RI003-07-CTDMOQ999,TEMPWAT (L0)
GI,CTDMO,GI01SUMO-RI003-07-CTDMOQ999,TEMPWAT (L1)
GI,CTDMO,GI01SUMO-RI003-08-CTDMOQ999,CONDWAT (L0)
GI,CTDMO,GI01SUMO-RI003-08-CTDMOQ999,CONDWAT (L1)
GI,CTDMO,GI01SUMO-RI003-08-CTDMOQ999,DENSITY (L2)
GI,CTDMO,GI01SUMO-RI003-08-CTDMOQ999,PRACSAL (L2)
GI,CTDMO,GI01SUMO-RI003-08-CTDMOQ999,PRESWAT (L0)
GI,CTDMO,GI01SUMO-RI003-08-CTDMOQ999,PRESWAT (L1)
GI,CTDMO,GI01SUMO-RI003-08-CTDMOQ999,TEMPWAT (L0)
GI,CTDMO,GI01SUMO-RI003-08-CTDMOQ999,TEMPWAT (L1)
GI,CTDMO,GI01SUMO-RI003-09-CTDMOQ999,CONDWAT (L0)
GI,CTDMO,GI01SUMO-RI003-09-CTDMOQ999,CONDWAT (L1)
GI,CTDMO,GI01SUMO-RI003-09-CTDMOQ999,DENSITY (L2)
GI,CTDMO,GI01SUMO-RI003-09-CTDMOQ999,PRACSAL (L2)
GI,CTDMO,GI01SUMO-RI003-09-CTDMOQ999,PRESWAT (L0)
GI,CTDMO,GI01SUMO-RI003-09-CTDMOQ999,PRESWAT (L1)
GI,CTDMO,GI01SUMO-RI003-09-CTDMOQ999,TEMPWAT (L0)
GI,CTDMO,GI01SUMO-RI003-09-CTDMOQ999,TEMPWAT (L1)
GI,CTDMO,GI01SUMO-RI003-10-CTDMOQ999,CONDWAT (L0)
GI,CTDMO,GI01SUMO-RI003-10-CTDMOQ999,CONDWAT (L1)
GI,CTDMO,GI01SUMO-RI003-10-CTDMOQ999,DENSITY (L2)
GI,CTDMO,GI01SUMO-RI003-10-CTDMOQ999,PRACSAL (L2)
GI,CTDMO,GI01SUMO-RI003-10-CTDMOQ999,PRESWAT (L0)
GI,CTDMO,GI01SUMO-RI003-10-CTDMOQ999,PRESWAT (L1)
GI,CTDMO,GI01SUMO-RI003-10-CTDMOQ999,TEMPWAT (L0)
GI,CTDMO,GI01SUMO-RI003-10-CTDMOQ999,TEMPWAT (L1)
GI,CTDMO,GI01SUMO-RI003-11-CTDMOQ999,CONDWAT (L0)
GI,CTDMO,GI01SUMO-RI003-11-CTDMOQ999,CONDWAT (L1)
GI,CTDMO,GI01SUMO-RI003-11-CTDMOQ999,DENSITY (L2)
GI,CTDMO,GI01SUMO-RI003-11-CTDMOQ999,PRACSAL (L2)
GI,CTDMO,GI01SUMO-RI003-11-CTDMOQ999,PRESWAT (L0)
GI,CTDMO,GI01SUMO-RI003-11-CTDMOQ999,PRESWAT (L1)
GI,CTDMO,GI01SUMO-RI003-11-CTDMOQ999,TEMPWAT (L0)
GI,CTDMO,GI01SUMO-RI003-11-CTDMOQ999,TEMPWAT (L1)
GI,CTDMO,GI01SUMO-RI003-12-CTDMOR999,CONDWAT (L0)
GI,CTDMO,GI01SUMO-RI003-12-CTDMOR999,CONDWAT (L1)
GI,CTDMO,GI01SUMO-RI003-12-CTDMOR999,DENSITY (L2)
GI,CTDMO,GI01SUMO-RI003-12-CTDMOR999,PRACSAL (L2)
GI,CTDMO,GI01SUMO-RI003-12-CTDMOR999,PRESWAT (L0)
GI,CTDMO,GI01SUMO-RI003-12-CTDMOR999,PRESWAT (L1)
GI,CTDMO,GI01SUMO-RI003-12-CTDMOR999,TEMPWAT (L0)
GI,CTDMO,GI01SUMO-RI003-12-CTDMOR999,TEMPWAT (L1)
GI,CTDMO,GI01SUMO-RI003-13-CTDMOR999,CONDWAT (L0)
GI,CTDMO,GI01SUMO-RI003-13-CTDMOR999,CONDWAT (L1)
GI,CTDMO,GI01SUMO-RI003-13-CTDMOR999,DENSITY (L2)
GI,CTDMO,GI01SUMO-RI003-13-CTDMOR999,PRACSAL (L2)
GI,CTDMO,GI01SUMO-RI003-13-CTDMOR999,PRESWAT (L0)
GI,CTDMO,GI01SUMO-RI003-13-CTDMOR999,PRESWAT (L1)
GI,CTDMO,GI01SUMO-RI003-13-CTDMOR999,TEMPWAT (L0)
GI,CTDMO,GI01SUMO-RI003-13-CTDMOR999,TEMPWAT (L1)
GI,CTDMO,GI01SUMO-RI003-14-CTDMOR999,CONDWAT (L0)
GI,CTDMO,GI01SUMO-RI003-14-CTDMOR999,CONDWAT (L1)
GI,CTDMO,GI01SUMO-RI003-14-CTDMOR999,DENSITY (L2)
GI,CTDMO,GI01SUMO-RI003-14-CTDMOR999,PRACSAL (L2)
GI,CTDMO,GI01SUMO-RI003-14-CTDMOR999,PRESWAT (L0)
GI,CTDMO,GI01SUMO-RI003-14-CTDMOR999,PRESWAT (L1)
GI,CTDMO,GI01SUMO-RI003-14-CTDMOR999,TEMPWAT (L0)
GI,CTDMO,GI01SUMO-RI003-14-CTDMOR999,TEMPWAT (L1)
GI,METBK,GI01SUMO-SB001-01-METBKA999,BARPRES (L0)
GI,METBK,GI01SUMO-SB001-01-METBKA999,BARPRES (L1)
GI,METBK,GI01SUMO-SB001-01-METBKA999,CONDSRF (L0)
GI,METBK,GI01SUMO-SB001-01-METBKA999,CONDSRF (L1)
GI,METBK,GI01SUMO-SB001-01-METBKA999,LONGIRR (L0)
GI,METBK,GI01SUMO-SB001-01-METBKA999,LONGIRR (L1)
GI,METBK,GI01SUMO-SB001-01-METBKA999,WINDAVG (L1)
GI,METBK,GI01SUMO-SB001-01-METBKA999,SPECHUM (L2)
GI,METBK,GI01SUMO-SB001-01-METBKA999,TEMPAIR (L0)
GI,METBK,GI01SUMO-SB001-01-METBKA999,TEMPAIR (L1)
GI,METBK,GI01SUMO-SB001-01-METBKA999,TEMPSRF (L0)
GI,METBK,GI01SUMO-SB001-01-METBKA999,TEMPSRF (L1)
GI,METBK,GI01SUMO-SB001-01-METBKA999,WINDAVG (L0)
GI,METBK,GI01SUMO-SB001-01-METBKA999,PRECIPM (L0)
GI,METBK,GI01SUMO-SB001-01-METBKA999,PRECIPM (L1)
GI,METBK,GI01SUMO-SB001-01-METBKA999,RELHUMI (L0)
GI,METBK,GI01SUMO-SB001-01-METBKA999,RELHUMI (L1)
